gloss_id,korean_meanings,cat_1,cat_2,cat_3,original_vd_idx,source
100737,['어음소지인'],전문용어 수어,경제,,209-어음소지인,fi
100738,['어음수취인'],전문용어 수어,경제,,209-어음수취인,fi
100739,['어음할인'],전문용어 수어,경제,,209-어음할인,fi
100740,['에너지산업'],전문용어 수어,경제,,209-에너지산업,fi
100741,['에너지산업2'],전문용어 수어,경제,,209-에너지산업2,fi
100742,['엑스포'],전문용어 수어,경제,,209-엑스포,fi
100743,['엑스포2'],전문용어 수어,경제,,209-엑스포2,fi
100744,['엘시'],전문용어 수어,경제,,209-엘시,fi
100745,['엘시2'],전문용어 수어,경제,,209-엘시2,fi
100746,['여신'],전문용어 수어,경제,,209-여신,fi
100747,['여신업무'],전문용어 수어,경제,,209-여신업무,fi
100748,['여행자수표'],전문용어 수어,경제,,209-여행자수표,fi
100749,['역수입'],전문용어 수어,경제,,209-역수입,fi
100750,['역수출'],전문용어 수어,경제,,209-역수출,fi
100751,['역행'],전문용어 수어,경제,,209-역행,fi
100752,['연공임금'],전문용어 수어,경제,,209-연공임금,fi
100753,['연금법'],전문용어 수어,경제,,209-연금법,fi
100754,['연쇄도산'],전문용어 수어,경제,,209-연쇄도산,fi
100755,['연쇄점'],전문용어 수어,경제,,209-연쇄점,fi
100756,['연쇄효과'],전문용어 수어,경제,,209-연쇄효과,fi
100757,['연체대출금'],전문용어 수어,경제,,209-연체대출금,fi
100758,['연체이자'],전문용어 수어,경제,,209-연체이자,fi
100759,['영리기업'],전문용어 수어,경제,,209-영리기업,fi
100760,['영리단체'],전문용어 수어,경제,,209-영리단체,fi
100761,['영리사업'],전문용어 수어,경제,,209-영리사업,fi
100762,['영리자본'],전문용어 수어,경제,,209-영리자본,fi
100763,['영리주의'],전문용어 수어,경제,,209-영리주의,fi
100764,['영리회사'],전문용어 수어,경제,,209-영리회사,fi
100765,['영세기업'],전문용어 수어,경제,,209-영세기업,fi
100766,['영업'],전문용어 수어,경제,,209-영업,fi
100767,['영업비'],전문용어 수어,경제,,209-영업비,fi
100768,['영업손익'],전문용어 수어,경제,,209-영업손익,fi
100769,['영업수익'],전문용어 수어,경제,,209-영업수익,fi
100770,['영업이익'],전문용어 수어,경제,,209-영업이익,fi
100771,['영업자금'],전문용어 수어,경제,,209-영업자금,fi
100772,['영업창구'],전문용어 수어,경제,,209-영업창구,fi
100773,['영업체'],전문용어 수어,경제,,209-영업체,fi
100774,['예금'],전문용어 수어,경제,,209-예금,fi
100775,['예금2'],전문용어 수어,경제,,209-예금2,fi
100776,['예금계정'],전문용어 수어,경제,,209-예금계정,fi
100777,['예금계좌'],전문용어 수어,경제,,209-예금계좌,fi
100778,['예금담보'],전문용어 수어,경제,,209-예금담보,fi
100779,['예금보험'],전문용어 수어,경제,,209-예금보험,fi
100780,['예금은행'],전문용어 수어,경제,,209-예금은행,fi
100781,['예금이율'],전문용어 수어,경제,,209-예금이율,fi
100782,['예금이자'],전문용어 수어,경제,,209-예금이자,fi
100783,['예금이자세'],전문용어 수어,경제,,209-예금이자세,fi
100784,['예금증서'],전문용어 수어,경제,,209-예금증서,fi
100785,['예금통장'],전문용어 수어,경제,,209-예금통장,fi
100786,['예비비'],전문용어 수어,경제,,209-예비비,fi
100787,['예산'],전문용어 수어,경제,,209-예산,fi
100788,['예산연도'],전문용어 수어,경제,,209-예산연도,fi
100789,['예산초과'],전문용어 수어,경제,,209-예산초과,fi
100790,['예산초과지출'],전문용어 수어,경제,,209-예산초과지출,fi
100791,['예수금'],전문용어 수어,경제,,209-예수금,fi
100792,['예약판매'],전문용어 수어,경제,,209-예약판매,fi
100793,['예치금'],전문용어 수어,경제,,209-예치금,fi
100794,['오이시디1'],전문용어 수어,경제,,209-오이시디1,fi
100795,['오이시디2'],전문용어 수어,경제,,209-오이시디2,fi
100796,['오일쇼크'],전문용어 수어,경제,,209-오일쇼크,fi
100797,['오일쇼크2'],전문용어 수어,경제,,209-오일쇼크2,fi
100798,['오퍼'],전문용어 수어,경제,,209-오퍼,fi
100799,['오퍼2'],전문용어 수어,경제,,209-오퍼2,fi
100800,['오퍼상1'],전문용어 수어,경제,,209-오퍼상1,fi
100801,['오퍼상2'],전문용어 수어,경제,,209-오퍼상2,fi
100802,['오퍼상3'],전문용어 수어,경제,,209-오퍼상3,fi
100803,['오펙'],전문용어 수어,경제,,209-오펙,fi
100804,['오펙2'],전문용어 수어,경제,,209-오펙2,fi
100805,['완전고용'],전문용어 수어,경제,,209-완전고용,fi
100806,['완전독점'],전문용어 수어,경제,,209-완전독점,fi
100807,['외국무역'],전문용어 수어,경제,,209-외국무역,fi
100808,['외국시장'],전문용어 수어,경제,,209-외국시장,fi
100809,['외국은행'],전문용어 수어,경제,,209-외국은행,fi
100810,['외국자본'],전문용어 수어,경제,,209-외국자본,fi
100811,['외국화물'],전문용어 수어,경제,,209-외국화물,fi
100812,['외국환'],전문용어 수어,경제,,209-외국환,fi
100813,['외국환2'],전문용어 수어,경제,,209-외국환2,fi
100814,['외국환시세'],전문용어 수어,경제,,209-외국환시세,fi
100815,['외국환시장'],전문용어 수어,경제,,209-외국환시장,fi
100816,['외국환은행'],전문용어 수어,경제,,209-외국환은행,fi
100817,['외부감사'],전문용어 수어,경제,,209-외부감사,fi
100818,['외상'],전문용어 수어,경제,,209-외상,fi
100819,['외자'],전문용어 수어,경제,,209-외자,fi
100820,['외자도입'],전문용어 수어,경제,,209-외자도입,fi
100821,['외주'],전문용어 수어,경제,,209-외주,fi
100822,['외채'],전문용어 수어,경제,,209-외채,fi
100823,['외화'],전문용어 수어,경제,,209-외화,fi
100824,['외화2'],전문용어 수어,경제,,209-외화2,fi
100825,['외화보유고'],전문용어 수어,경제,,209-외화보유고,fi
100826,['외화보유액'],전문용어 수어,경제,,209-외화보유액,fi
100827,['외환'],전문용어 수어,경제,,209-외환,fi
100828,['외환시장'],전문용어 수어,경제,,209-외환시장,fi
100829,['외환은행'],전문용어 수어,경제,,209-외환은행,fi
100830,['요구불예금'],전문용어 수어,경제,,209-요구불예금,fi
100831,['용역'],전문용어 수어,경제,,209-용역,fi
100832,['우량업체'],전문용어 수어,경제,,209-우량업체,fi
100833,['우량주'],전문용어 수어,경제,,209-우량주,fi
100834,['우리사주조합'],전문용어 수어,경제,,209-우리사주조합,fi
100835,['우선주'],전문용어 수어,경제,,209-우선주,fi
100836,['우편저금'],전문용어 수어,경제,,209-우편저금,fi
100837,['우편저금통장'],전문용어 수어,경제,,209-우편저금통장,fi
100838,['운영자금'],전문용어 수어,경제,,209-운영자금,fi
100839,['운전자금'],전문용어 수어,경제,,209-운전자금,fi
100840,['원가'],전문용어 수어,경제,,209-원가,fi
100841,['원가계산'],전문용어 수어,경제,,209-원가계산,fi
100842,['원가관리'],전문용어 수어,경제,,209-원가관리,fi
100843,['원가절감'],전문용어 수어,경제,,209-원가절감,fi
100844,['원금'],전문용어 수어,경제,,209-원금,fi
100845,['원료비'],전문용어 수어,경제,,209-원료비,fi
100846,['원리금'],전문용어 수어,경제,,209-원리금,fi
100847,['원자력산업'],전문용어 수어,경제,,209-원자력산업,fi
100848,['원화'],전문용어 수어,경제,,209-원화,fi
100849,['원화2'],전문용어 수어,경제,,209-원화2,fi
100850,['월부판매'],전문용어 수어,경제,,209-월부판매,fi
100851,['위장폐업'],전문용어 수어,경제,,209-위장폐업,fi
100852,['위조수표'],전문용어 수어,경제,,209-위조수표,fi
100853,['위조어음'],전문용어 수어,경제,,209-위조어음,fi
100854,['위조화폐'],전문용어 수어,경제,,209-위조화폐,fi
100855,['위험비용'],전문용어 수어,경제,,209-위험비용,fi
100856,['유가증권'],전문용어 수어,경제,,209-유가증권,fi
100857,['유급휴가'],전문용어 수어,경제,,209-유급휴가,fi
100858,['유동성'],전문용어 수어,경제,,209-유동성,fi
100859,['유동자금'],전문용어 수어,경제,,209-유동자금,fi
100860,['유동자산'],전문용어 수어,경제,,209-유동자산,fi
100861,['유로'],전문용어 수어,경제,,209-유로,fi
100862,['유로2'],전문용어 수어,경제,,209-유로2,fi
100863,['유망주'],전문용어 수어,경제,,209-유망주,fi
100864,['유사상표'],전문용어 수어,경제,,209-유사상표,fi
100865,['유상주'],전문용어 수어,경제,,209-유상주,fi
100866,['유상증자'],전문용어 수어,경제,,209-유상증자,fi
100867,['유통'],전문용어 수어,경제,,209-유통,fi
100868,['유통기간'],전문용어 수어,경제,,209-유통기간,fi
100869,['유통기구'],전문용어 수어,경제,,209-유통기구,fi
100870,['유통비용'],전문용어 수어,경제,,209-유통비용,fi
100871,['유통산업'],전문용어 수어,경제,,209-유통산업,fi
100872,['유통시장'],전문용어 수어,경제,,209-유통시장,fi
100873,['유형자산'],전문용어 수어,경제,,209-유형자산,fi
100874,['유형재산'],전문용어 수어,경제,,209-유형재산,fi
100875,['유효기간'],전문용어 수어,경제,,209-유효기간,fi
100876,['유휴설비'],전문용어 수어,경제,,209-유휴설비,fi
100877,['유휴자금'],전문용어 수어,경제,,209-유휴자금,fi
100878,['은행'],전문용어 수어,경제,,209-은행,fi
100879,['은행거래'],전문용어 수어,경제,,209-은행거래,fi
100880,['은행권'],전문용어 수어,경제,,209-은행권,fi
100881,['은행대부'],전문용어 수어,경제,,209-은행대부,fi
100882,['은행수표'],전문용어 수어,경제,,209-은행수표,fi
100883,['은행예금'],전문용어 수어,경제,,209-은행예금,fi
100884,['은행이율'],전문용어 수어,경제,,209-은행이율,fi
100885,['이노베이션'],전문용어 수어,경제,,209-이노베이션,fi
100886,['이노베이션2'],전문용어 수어,경제,,209-이노베이션2,fi
100887,['이동판매'],전문용어 수어,경제,,209-이동판매,fi
100888,['이월'],전문용어 수어,경제,,209-이월,fi
100889,['이월금'],전문용어 수어,경제,,209-이월금,fi
100890,['이월액'],전문용어 수어,경제,,209-이월액,fi
100891,['이윤'],전문용어 수어,경제,,209-이윤,fi
100892,['이익'],전문용어 수어,경제,,209-이익,fi
100893,['이익관리'],전문용어 수어,경제,,209-이익관리,fi
100894,['이익률'],전문용어 수어,경제,,209-이익률,fi
100895,['이익배당'],전문용어 수어,경제,,209-이익배당,fi
100896,['이익배당금'],전문용어 수어,경제,,209-이익배당금,fi
100897,['이익잉여금'],전문용어 수어,경제,,209-이익잉여금,fi
100898,['이자소득'],전문용어 수어,경제,,209-이자소득,fi
100899,['이자율'],전문용어 수어,경제,,209-이자율,fi
100900,['이중가격'],전문용어 수어,경제,,209-이중가격,fi
100901,['이중가격제'],전문용어 수어,경제,,209-이중가격제,fi
100902,['이중과세'],전문용어 수어,경제,,209-이중과세,fi
100903,['이중구조'],전문용어 수어,경제,,209-이중구조,fi
100904,['이차산업'],전문용어 수어,경제,,209-이차산업,fi
100905,['이차산품'],전문용어 수어,경제,,209-이차산품,fi
100906,['인건비'],전문용어 수어,경제,,209-인건비,fi
100907,['인구과소'],전문용어 수어,경제,,209-인구과소,fi
100908,['인구과잉'],전문용어 수어,경제,,209-인구과잉,fi
100909,['인력수출'],전문용어 수어,경제,,209-인력수출,fi
100910,['인력시장'],전문용어 수어,경제,,209-인력시장,fi
100911,['인사관리'],전문용어 수어,경제,,209-인사관리,fi
100912,['인수'],전문용어 수어,경제,,209-인수,fi
100913,['인수단'],전문용어 수어,경제,,209-인수단,fi
100914,['인수은행'],전문용어 수어,경제,,209-인수은행,fi
100915,['인수인'],전문용어 수어,경제,,209-인수인,fi
100916,['인수증'],전문용어 수어,경제,,209-인수증,fi
100917,['인적자원'],전문용어 수어,경제,,209-인적자원,fi
100918,['인지수수료'],전문용어 수어,경제,,209-인지수수료,fi
100919,['인지수입'],전문용어 수어,경제,,209-인지수입,fi
100920,['인터넷뱅킹'],전문용어 수어,경제,,209-인터넷뱅킹,fi
100921,['인터넷뱅킹2'],전문용어 수어,경제,,209-인터넷뱅킹2,fi
100922,['인플레'],전문용어 수어,경제,,209-인플레,fi
100923,['인플레션'],전문용어 수어,경제,,209-인플레션,fi
100924,['인플레이션'],전문용어 수어,경제,,209-인플레이션,fi
100925,['인플레이션2'],전문용어 수어,경제,,209-인플레이션2,fi
100926,['일반관리비'],전문용어 수어,경제,,209-일반관리비,fi
100927,['일반소비세'],전문용어 수어,경제,,209-일반소비세,fi
100928,['일시불'],전문용어 수어,경제,,209-일시불,fi
100929,['일차산업'],전문용어 수어,경제,,209-일차산업,fi
100930,['일차산품'],전문용어 수어,경제,,209-일차산품,fi
100931,['임금격차'],전문용어 수어,경제,,209-임금격차,fi
100932,['임금관리'],전문용어 수어,경제,,209-임금관리,fi
100933,['임금노동'],전문용어 수어,경제,,209-임금노동,fi
100934,['임금노동자'],전문용어 수어,경제,,209-임금노동자,fi
100935,['임금동결'],전문용어 수어,경제,,209-임금동결,fi
100936,['임금수준'],전문용어 수어,경제,,209-임금수준,fi
100937,['임금제도'],전문용어 수어,경제,,209-임금제도,fi
100938,['임금체계'],전문용어 수어,경제,,209-임금체계,fi
100939,['임시예산'],전문용어 수어,경제,,209-임시예산,fi
100940,['입지'],전문용어 수어,경제,,209-입지,fi
100941,['입찰'],전문용어 수어,경제,,209-입찰,fi
100942,['잉여금'],전문용어 수어,경제,,209-잉여금,fi
100943,['자금'],전문용어 수어,경제,,209-자금,fi
100944,['자금계획'],전문용어 수어,경제,,209-자금계획,fi
100945,['자금고갈'],전문용어 수어,경제,,209-자금고갈,fi
100946,['자금동결'],전문용어 수어,경제,,209-자금동결,fi
100947,['자급자족경제'],전문용어 수어,경제,,209-자급자족경제,fi
100948,['자급자족주의'],전문용어 수어,경제,,209-자급자족주의,fi
100949,['자기앞수표'],전문용어 수어,경제,,209-자기앞수표,fi
100950,['자기자본'],전문용어 수어,경제,,209-자기자본,fi
100951,['자기주'],전문용어 수어,경제,,209-자기주,fi
100952,['자기주식'],전문용어 수어,경제,,209-자기주식,fi
100953,['자동이체'],전문용어 수어,경제,,209-자동이체,fi
100954,['자동차보험'],전문용어 수어,경제,,209-자동차보험,fi
100955,['자동차손해배상책임보험'],전문용어 수어,경제,,209-자동차손해배상책임보험,fi
100956,['자본'],전문용어 수어,경제,,209-자본,fi
100957,['자본감소'],전문용어 수어,경제,,209-자본감소,fi
100958,['자본금'],전문용어 수어,경제,,209-자본금,fi
100959,['자본도입'],전문용어 수어,경제,,209-자본도입,fi
100960,['자본도피'],전문용어 수어,경제,,209-자본도피,fi
100961,['자본동원'],전문용어 수어,경제,,209-자본동원,fi
100962,['자본손실'],전문용어 수어,경제,,209-자본손실,fi
100963,['자본시장'],전문용어 수어,경제,,209-자본시장,fi
100964,['자본운용'],전문용어 수어,경제,,209-자본운용,fi
100965,['자본이익률'],전문용어 수어,경제,,209-자본이익률,fi
100966,['자본자유화'],전문용어 수어,경제,,209-자본자유화,fi
100967,['자본조달'],전문용어 수어,경제,,209-자본조달,fi
100968,['자본주'],전문용어 수어,경제,,209-자본주,fi
100969,['자본주의'],전문용어 수어,경제,,209-자본주의,fi
100970,['자본주의경제'],전문용어 수어,경제,,209-자본주의경제,fi
100971,['자본증가'],전문용어 수어,경제,,209-자본증가,fi
100972,['자본집약경영'],전문용어 수어,경제,,209-자본집약경영,fi
100973,['자본축적'],전문용어 수어,경제,,209-자본축적,fi
100974,['자본출자'],전문용어 수어,경제,,209-자본출자,fi
100975,['자본형성'],전문용어 수어,경제,,209-자본형성,fi
100976,['자산동결'],전문용어 수어,경제,,209-자산동결,fi
100977,['자산액'],전문용어 수어,경제,,209-자산액,fi
100978,['자산재평가'],전문용어 수어,경제,,209-자산재평가,fi
100979,['자산평가'],전문용어 수어,경제,,209-자산평가,fi
100980,['자원'],전문용어 수어,경제,,209-자원,fi
100981,['자원비축'],전문용어 수어,경제,,209-자원비축,fi
100982,['자유경쟁'],전문용어 수어,경제,,209-자유경쟁,fi
100983,['자유무역'],전문용어 수어,경제,,209-자유무역,fi
100984,['자유무역주의'],전문용어 수어,경제,,209-자유무역주의,fi
100985,['자유방임'],전문용어 수어,경제,,209-자유방임,fi
100986,['자유방임주의'],전문용어 수어,경제,,209-자유방임주의,fi
100987,['자유주의경제'],전문용어 수어,경제,,209-자유주의경제,fi
100988,['자재관리'],전문용어 수어,경제,,209-자재관리,fi
100989,['자회사'],전문용어 수어,경제,,209-자회사,fi
100990,['작업제도'],전문용어 수어,경제,,209-작업제도,fi
100991,['작업환경'],전문용어 수어,경제,,209-작업환경,fi
100992,['잔액'],전문용어 수어,경제,,209-잔액,fi
100993,['잔업수당'],전문용어 수어,경제,,209-잔업수당,fi
100994,['잠재구매력'],전문용어 수어,경제,,209-잠재구매력,fi
100995,['잠재성장률'],전문용어 수어,경제,,209-잠재성장률,fi
100996,['잠재수요'],전문용어 수어,경제,,209-잠재수요,fi
100997,['장기금리'],전문용어 수어,경제,,209-장기금리,fi
100998,['장기금융'],전문용어 수어,경제,,209-장기금융,fi
100999,['장기대부'],전문용어 수어,경제,,209-장기대부,fi
101000,['장기부채'],전문용어 수어,경제,,209-장기부채,fi
101001,['장기신용'],전문용어 수어,경제,,209-장기신용,fi
101002,['장기어음'],전문용어 수어,경제,,209-장기어음,fi
101003,['장기운전자금'],전문용어 수어,경제,,209-장기운전자금,fi
101004,['장기이자율'],전문용어 수어,경제,,209-장기이자율,fi
101005,['장기자금'],전문용어 수어,경제,,209-장기자금,fi
101006,['장기차입금'],전문용어 수어,경제,,209-장기차입금,fi
101007,['장사거래'],전문용어 수어,경제,,209-장사거래,fi
101008,['장외거래'],전문용어 수어,경제,,209-장외거래,fi
101009,['장외시장'],전문용어 수어,경제,,209-장외시장,fi
101010,['재경매'],전문용어 수어,경제,,209-재경매,fi
101011,['재고관리'],전문용어 수어,경제,,209-재고관리,fi
101012,['재고조정'],전문용어 수어,경제,,209-재고조정,fi
101013,['재무감사'],전문용어 수어,경제,,209-재무감사,fi
101014,['재무구조'],전문용어 수어,경제,,209-재무구조,fi
101015,['재무제표'],전문용어 수어,경제,,209-재무제표,fi
101016,['재물조사'],전문용어 수어,경제,,209-재물조사,fi
101017,['재벌'],전문용어 수어,경제,,209-재벌,fi
101018,['재산감정'],전문용어 수어,경제,,209-재산감정,fi
101019,['재산소득'],전문용어 수어,경제,,209-재산소득,fi
101020,['재산실사'],전문용어 수어,경제,,209-재산실사,fi
101021,['재산액'],전문용어 수어,경제,,209-재산액,fi
101022,['재생산'],전문용어 수어,경제,,209-재생산,fi
101023,['재정'],전문용어 수어,경제,,209-재정,fi
101024,['재정난'],전문용어 수어,경제,,209-재정난,fi
101025,['재테크'],전문용어 수어,경제,,209-재테크,fi
101026,['재투자'],전문용어 수어,경제,,209-재투자,fi
101027,['재판매가격'],전문용어 수어,경제,,209-재판매가격,fi
101028,['재평가'],전문용어 수어,경제,,209-재평가,fi
101029,['재평가액'],전문용어 수어,경제,,209-재평가액,fi
101030,['재할인'],전문용어 수어,경제,,209-재할인,fi
101031,['재화'],전문용어 수어,경제,,209-재화,fi
101032,['저금리정책'],전문용어 수어,경제,,209-저금리정책,fi
101033,['저물가정책'],전문용어 수어,경제,,209-저물가정책,fi
101034,['저축'],전문용어 수어,경제,,209-저축,fi
101035,['저축보험'],전문용어 수어,경제,,209-저축보험,fi
101036,['저축예금'],전문용어 수어,경제,,209-저축예금,fi
101037,['저축은행'],전문용어 수어,경제,,209-저축은행,fi
101038,['적금'],전문용어 수어,경제,,209-적금,fi
101039,['적립금'],전문용어 수어,경제,,209-적립금,fi
101040,['적자예산'],전문용어 수어,경제,,209-적자예산,fi
101041,['적자운영'],전문용어 수어,경제,,209-적자운영,fi
101042,['적자재정'],전문용어 수어,경제,,209-적자재정,fi
101043,['적정가'],전문용어 수어,경제,,209-적정가,fi
101044,['적정가격'],전문용어 수어,경제,,209-적정가격,fi
101045,['적정규모'],전문용어 수어,경제,,209-적정규모,fi
101046,['적정기술'],전문용어 수어,경제,,209-적정기술,fi
101047,['적정이윤'],전문용어 수어,경제,,209-적정이윤,fi
101048,['전가'],전문용어 수어,경제,,209-전가,fi
101049,['전경련'],전문용어 수어,경제,,209-전경련,fi
101050,['전국경제인연합회'],전문용어 수어,경제,,209-전국경제인연합회,fi
101051,['전기이월금'],전문용어 수어,경제,,209-전기이월금,fi
101052,['전기회사'],전문용어 수어,경제,,209-전기회사,fi
101053,['전력비'],전문용어 수어,경제,,209-전력비,fi
101054,['전매사업'],전문용어 수어,경제,,209-전매사업,fi
101055,['전매수입'],전문용어 수어,경제,,209-전매수입,fi
101056,['전매입'],전문용어 수어,경제,,209-전매입,fi
101057,['전매제도'],전문용어 수어,경제,,209-전매제도,fi
101058,['전문점'],전문용어 수어,경제,,209-전문점,fi
101059,['전세'],전문용어 수어,경제,,209-전세,fi
101060,['전시효과'],전문용어 수어,경제,,209-전시효과,fi
101061,['전환사채'],전문용어 수어,경제,,209-전환사채,fi
101062,['전환주식'],전문용어 수어,경제,,209-전환주식,fi
101063,['절상'],전문용어 수어,경제,,209-절상,fi
101064,['절하'],전문용어 수어,경제,,209-절하,fi
101065,['정기예금'],전문용어 수어,경제,,209-정기예금,fi
101066,['정기적금'],전문용어 수어,경제,,209-정기적금,fi
101067,['정기휴업'],전문용어 수어,경제,,209-정기휴업,fi
101068,['정상가격'],전문용어 수어,경제,,209-정상가격,fi
101069,['정상재고'],전문용어 수어,경제,,209-정상재고,fi
101070,['제국주의'],전문용어 수어,경제,,209-제국주의,fi
101071,['제삼차산업'],전문용어 수어,경제,,209-제삼차산업,fi
101072,['제이금융권'],전문용어 수어,경제,,209-제이금융권,fi
101073,['제이차산업'],전문용어 수어,경제,,209-제이차산업,fi
101074,['제일차산업'],전문용어 수어,경제,,209-제일차산업,fi
101075,['제조간접비'],전문용어 수어,경제,,209-제조간접비,fi
101076,['제조원가'],전문용어 수어,경제,,209-제조원가,fi
101077,['제품차별화'],전문용어 수어,경제,,209-제품차별화,fi
101078,['제품차별화2'],전문용어 수어,경제,,209-제품차별화2,fi
101079,['조세개혁'],전문용어 수어,경제,,209-조세개혁,fi
101080,['조세부담률'],전문용어 수어,경제,,209-조세부담률,fi
101081,['조세정책'],전문용어 수어,경제,,209-조세정책,fi
101082,['조업단축'],전문용어 수어,경제,,209-조업단축,fi
101083,['조업도'],전문용어 수어,경제,,209-조업도,fi
101084,['조폐공사'],전문용어 수어,경제,,209-조폐공사,fi
101085,['종가'],전문용어 수어,경제,,209-종가,fi
101086,['종목'],전문용어 수어,경제,,209-종목,fi
101087,['종자돈'],전문용어 수어,경제,,209-종자돈,fi
101088,['종합소득'],전문용어 수어,경제,,209-종합소득,fi
101089,['주'],전문용어 수어,경제,,209-주,fi
101090,['주2'],전문용어 수어,경제,,209-주2,fi
101091,['주가'],전문용어 수어,경제,,209-주가,fi
101092,['주가규제'],전문용어 수어,경제,,209-주가규제,fi
101093,['주가조작'],전문용어 수어,경제,,209-주가조작,fi
101094,['주가지수'],전문용어 수어,경제,,209-주가지수,fi
101095,['주거래은행'],전문용어 수어,경제,,209-주거래은행,fi
101096,['주권'],전문용어 수어,경제,,209-주권,fi
101097,['주당순이익'],전문용어 수어,경제,,209-주당순이익,fi
101098,['주문생산'],전문용어 수어,경제,,209-주문생산,fi
101099,['주문자상표부착생산'],전문용어 수어,경제,,209-주문자상표부착생산,fi
101100,['주식'],전문용어 수어,경제,,209-주식,fi
101101,['주식가격'],전문용어 수어,경제,,209-주식가격,fi
101102,['주식거래'],전문용어 수어,경제,,209-주식거래,fi
101103,['주식거래소'],전문용어 수어,경제,,209-주식거래소,fi
101104,['주식공개'],전문용어 수어,경제,,209-주식공개,fi
101105,['주식배당'],전문용어 수어,경제,,209-주식배당,fi
101106,['주식시세'],전문용어 수어,경제,,209-주식시세,fi
101107,['주식회사'],전문용어 수어,경제,,209-주식회사,fi
101108,['주주'],전문용어 수어,경제,,209-주주,fi
101109,['주주구성'],전문용어 수어,경제,,209-주주구성,fi
101110,['주주권'],전문용어 수어,경제,,209-주주권,fi
101111,['주주명부'],전문용어 수어,경제,,209-주주명부,fi
101112,['주주총회'],전문용어 수어,경제,,209-주주총회,fi
101113,['주주평등원칙'],전문용어 수어,경제,,209-주주평등원칙,fi
101114,['주택복권'],전문용어 수어,경제,,209-주택복권,fi
101115,['주택부금'],전문용어 수어,경제,,209-주택부금,fi
101116,['주택산업'],전문용어 수어,경제,,209-주택산업,fi
101117,['주택정책'],전문용어 수어,경제,,209-주택정책,fi
101118,['주택청약예금'],전문용어 수어,경제,,209-주택청약예금,fi
101119,['중간상인'],전문용어 수어,경제,,209-중간상인,fi
101120,['중개상인'],전문용어 수어,경제,,209-중개상인,fi
101121,['중개인'],전문용어 수어,경제,,209-중개인,fi
101122,['중계무역'],전문용어 수어,경제,,209-중계무역,fi
101123,['중소기업'],전문용어 수어,경제,,209-중소기업,fi
101124,['중앙은행'],전문용어 수어,경제,,209-중앙은행,fi
101125,['증권거래소'],전문용어 수어,경제,,209-증권거래소,fi
101126,['증권시장'],전문용어 수어,경제,,209-증권시장,fi
101127,['증권업'],전문용어 수어,경제,,209-증권업,fi
101128,['증권투자'],전문용어 수어,경제,,209-증권투자,fi
101129,['증권회사'],전문용어 수어,경제,,209-증권회사,fi
101130,['증자'],전문용어 수어,경제,,209-증자,fi
101131,['지급보증수표'],전문용어 수어,경제,,209-지급보증수표,fi
101132,['지급수단'],전문용어 수어,경제,,209-지급수단,fi
101133,['지급연기'],전문용어 수어,경제,,209-지급연기,fi
101134,['지디피'],전문용어 수어,경제,,209-지디피,fi
101135,['지디피2'],전문용어 수어,경제,,209-지디피2,fi
101136,['지로'],전문용어 수어,경제,,209-지로,fi
101137,['지명입찰'],전문용어 수어,경제,,209-지명입찰,fi
101138,['지방은행'],전문용어 수어,경제,,209-지방은행,fi
101139,['지배주주'],전문용어 수어,경제,,209-지배주주,fi
101140,['지불수단'],전문용어 수어,경제,,209-지불수단,fi
101141,['지세븐'],전문용어 수어,경제,,209-지세븐,fi
101142,['지세븐2'],전문용어 수어,경제,,209-지세븐2,fi
101143,['지식산업'],전문용어 수어,경제,,209-지식산업,fi
101144,['지엔피'],전문용어 수어,경제,,209-지엔피,fi
101145,['지엔피2'],전문용어 수어,경제,,209-지엔피2,fi
101146,['지출'],전문용어 수어,경제,,209-지출,fi
101147,['지출예산'],전문용어 수어,경제,,209-지출예산,fi
101148,['지하경제'],전문용어 수어,경제,,209-지하경제,fi
101149,['직거래'],전문용어 수어,경제,,209-직거래,fi
101150,['직매'],전문용어 수어,경제,,209-직매,fi
101151,['직접노무비'],전문용어 수어,경제,,209-직접노무비,fi
101152,['직접무역'],전문용어 수어,경제,,209-직접무역,fi
101153,['직접임금'],전문용어 수어,경제,,209-직접임금,fi
101154,['직접재료'],전문용어 수어,경제,,209-직접재료,fi
101155,['직접투자'],전문용어 수어,경제,,209-직접투자,fi
101156,['직판'],전문용어 수어,경제,,209-직판,fi
101157,['질병보험'],전문용어 수어,경제,,209-질병보험,fi
101158,['집중투자'],전문용어 수어,경제,,209-집중투자,fi
101159,['차명계좌'],전문용어 수어,경제,,209-차명계좌,fi
101160,['차용증'],전문용어 수어,경제,,209-차용증,fi
101161,['차용증서'],전문용어 수어,경제,,209-차용증서,fi
101162,['창고관리'],전문용어 수어,경제,,209-창고관리,fi
101163,['창고세'],전문용어 수어,경제,,209-창고세,fi
101164,['창고업'],전문용어 수어,경제,,209-창고업,fi
101165,['창고업자'],전문용어 수어,경제,,209-창고업자,fi
101166,['창고영업'],전문용어 수어,경제,,209-창고영업,fi
101167,['창고회사'],전문용어 수어,경제,,209-창고회사,fi
101168,['채권'],전문용어 수어,경제,,209-채권,fi
101169,['채권시장'],전문용어 수어,경제,,209-채권시장,fi
101170,['채산성'],전문용어 수어,경제,,209-채산성,fi
101171,['청산'],전문용어 수어,경제,,209-청산,fi
101172,['체불임금'],전문용어 수어,경제,,209-체불임금,fi
